         9610377 function calls (9601061 primitive calls) in 6.360 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       51    0.000    0.000    0.002    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/igraph/drawing/vertex.py:93(draw)
      530    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
     1009    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:126(_path_join)
      267    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:391(cached)
      169    0.001    0.000    0.001    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/colors.py:310(_to_rgba_no_colorcycle)
  153/151    0.001    0.000    0.001    0.000 {method 'read' of '_io.BufferedReader' objects}
      484    0.001    0.000    0.001    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/font_manager.py:928(_json_decode)
      195    0.001    0.000    0.001    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/colors.py:1110(<listcomp>)
      713    0.001    0.000    0.001    0.000 /usr/lib/python3.10/inspect.py:612(unwrap)
        1    0.000    0.000    0.001    0.001 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/__init__.py:240(_check_versions)
       56    0.000    0.000    0.001    0.000 /usr/lib/python3/dist-packages/pyparsing.py:3901(<listcomp>)
       26    0.000    0.000    0.001    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/_api/deprecation.py:416(make_keyword_only)
       66    0.000    0.000    0.001    0.000 /usr/lib/python3/dist-packages/pyparsing.py:2138(__add__)
      557    0.001    0.000    0.001    0.000 {built-in method posix.stat}
    10034    0.001    0.000    0.001    0.000 {method 'get' of 'dict' objects}
      137    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:510(_get_cached)
        6    0.000    0.000    0.001    0.000 /usr/lib/python3.10/importlib/__init__.py:108(import_module)
      636    0.001    0.000    0.001    0.000 /usr/lib/python3.10/inspect.py:66(get_annotations)
       67    0.001    0.000    0.001    0.000 /usr/lib/python3/dist-packages/pyparsing.py:4011(__init__)
        1    0.000    0.000    0.001    0.001 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/backend_tools.py:1(<module>)
        6    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:1038(_gcd_import)
     1502    0.001    0.000    0.001    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/igraph/drawing/utils.py:623(get_bezier_control_points_for_curved_edge)
      356    0.001    0.000    0.001    0.000 /usr/lib/python3.10/inspect.py:653(_findclass)
       18    0.000    0.000    0.001    0.000 /usr/lib/python3/dist-packages/pyparsing.py:1283(_trim_arity)
       22    0.000    0.000    0.001    0.000 /usr/lib/python3/dist-packages/pyparsing.py:4686(parseImpl)
       14    0.000    0.000    0.001    0.000 /usr/lib/python3/dist-packages/pyparsing.py:1518(setParseAction)
      130    0.001    0.000    0.001    0.000 {built-in method io.open_code}
        1    0.000    0.000    0.001    0.001 /home/lorenzo/.local/lib/python3.10/site-packages/igraph/__init__.py:1622(layout)
        1    0.000    0.000    0.001    0.001 /home/lorenzo/.local/lib/python3.10/site-packages/cffi/__init__.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/lorenzo/.local/lib/python3.10/site-packages/igraph/__init__.py:5133(result)
        1    0.000    0.000    0.001    0.001 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/_fontconfig_pattern.py:57(_make_fontconfig_parser)
       17    0.000    0.000    0.001    0.000 /usr/lib/python3/dist-packages/pyparsing.py:1291(extract_stack)
       12    0.000    0.000    0.001    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/_docstring.py:57(<listcomp>)
        1    0.001    0.001    0.001    0.001 {function _layout_method_wrapper.<locals>.result at 0x7f20593fae60}
     4378    0.001    0.000    0.001    0.000 {built-in method builtins.sorted}
      136    0.001    0.000    0.001    0.000 /usr/lib/python3.10/sre_compile.py:292(_optimize_charset)
       44    0.000    0.000    0.001    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:66(__set_name__)
    16438    0.001    0.000    0.001    0.000 {built-in method builtins.setattr}
      444    0.000    0.000    0.001    0.000 /usr/lib/python3.10/re.py:202(sub)
       17    0.000    0.000    0.001    0.000 /usr/lib/python3.10/traceback.py:216(extract_stack)
      146    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:169(__enter__)
        1    0.000    0.000    0.001    0.001 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:542(_AxesBase)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3/dist-packages/pyparsing.py:5843(makeHTMLTags)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3/dist-packages/pyparsing.py:5806(_makeTags)
       17    0.000    0.000    0.001    0.000 /usr/lib/python3.10/traceback.py:338(extract)
        1    0.000    0.000    0.001    0.001 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/dates.py:1(<module>)
       32    0.000    0.000    0.001    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/colors.py:409(to_rgba_array)
      134    0.000    0.000    0.001    0.000 /usr/lib/python3.10/inspect.py:3014(replace)
     9190    0.001    0.000    0.001    0.000 {method 'pop' of 'list' objects}
   256/18    0.000    0.000    0.001    0.000 /usr/lib/python3.10/ast.py:414(visit)
     78/4    0.000    0.000    0.001    0.000 /usr/lib/python3/dist-packages/pyparsing.py:1835(_parseCache)
     6079    0.001    0.000    0.001    0.000 {method 'group' of 're.Match' objects}
        6    0.000    0.000    0.001    0.000 /usr/lib/python3.10/typing.py:2267(__new__)
   256/18    0.000    0.000    0.001    0.000 /usr/lib/python3.10/ast.py:420(generic_visit)
        2    0.000    0.000    0.001    0.001 /usr/lib/python3.10/dataclasses.py:1333(make_dataclass)
   399/66    0.000    0.000    0.001    0.000 /usr/lib/python3.10/abc.py:121(__subclasscheck__)
   399/66    0.001    0.000    0.001    0.000 {built-in method _abc._abc_subclasscheck}
     6432    0.001    0.000    0.001    0.000 /usr/lib/python3.10/enum.py:678(__new__)
       44    0.000    0.000    0.001    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:51(__init__)
        6    0.000    0.000    0.001    0.000 /usr/lib/python3.10/typing.py:2247(_make_nmtuple)
 3538/834    0.001    0.000    0.001    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/_api/__init__.py:353(recursive_subclasses)
        1    0.000    0.000    0.001    0.001 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/cbook.py:1(<module>)
      184    0.000    0.000    0.001    0.000 /usr/lib/python3.10/sre_parse.py:97(closegroup)
        2    0.000    0.000    0.001    0.000 /usr/lib/python3.10/dataclasses.py:1156(dataclass)
     2771    0.001    0.000    0.001    0.000 /usr/lib/python3.10/inspect.py:2969(<genexpr>)
        2    0.000    0.000    0.001    0.000 /usr/lib/python3.10/dataclasses.py:1174(wrap)
        2    0.000    0.000    0.001    0.000 /usr/lib/python3.10/dataclasses.py:881(_process_class)
        1    0.000    0.000    0.001    0.001 /home/lorenzo/.local/lib/python3.10/site-packages/igraph/drawing/__init__.py:88(__init__)
       10    0.000    0.000    0.001    0.000 /usr/lib/python3.10/enum.py:180(__new__)
        1    0.000    0.000    0.001    0.001 /home/lorenzo/.local/lib/python3.10/site-packages/cffi/api.py:1(<module>)
      405    0.000    0.000    0.001    0.000 /usr/lib/python3.10/re.py:187(match)
      417    0.000    0.000    0.001    0.000 /usr/lib/python3.10/copy.py:259(_reconstruct)
      160    0.001    0.000    0.001    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/numpy/lib/shape_base.py:612(column_stack)
        2    0.000    0.000    0.001    0.000 /usr/lib/python3/dist-packages/pyparsing.py:5679(srange)
        1    0.001    0.001    0.001    0.001 /home/lorenzo/Scrivania/lavoro/borsaNOgui/SimulatorDiscreteSync.py:140(initialize_partners)
       71    0.000    0.000    0.001    0.000 {built-in method builtins.next}
     2369    0.001    0.000    0.001    0.000 /usr/lib/python3.10/sre_parse.py:173(append)
        1    0.000    0.000    0.001    0.001 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/dviread.py:1(<module>)
    38/18    0.000    0.000    0.001    0.000 /usr/lib/python3/dist-packages/pyparsing.py:4460(parseImpl)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.10/platform.py:1176(platform)
     4798    0.001    0.000    0.001    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/artist.py:1563(<genexpr>)
      552    0.000    0.000    0.001    0.000 /usr/lib/python3.10/sre_compile.py:447(_simple)
        1    0.000    0.000    0.001    0.001 /home/lorenzo/.local/lib/python3.10/site-packages/igraph/__init__.py:2906(Read)
    13058    0.001    0.000    0.001    0.000 {built-in method builtins.abs}
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.10/platform.py:785(__iter__)
       63    0.000    0.000    0.001    0.000 /usr/lib/python3.10/inspect.py:3206(__str__)
        1    0.000    0.000    0.001    0.001 /home/lorenzo/.local/lib/python3.10/site-packages/igraph/__init__.py:2430(Read_Picklez)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.10/functools.py:961(__get__)
      195    0.000    0.000    0.001    0.000 /usr/lib/python3.10/enum.py:986(__and__)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.10/platform.py:781(processor)
       20    0.000    0.000    0.001    0.000 /usr/lib/python3/dist-packages/pyparsing.py:4779(parseImpl)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.10/platform.py:730(get)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.10/platform.py:747(from_subprocess)
       68    0.000    0.000    0.001    0.000 /usr/lib/python3.10/traceback.py:301(line)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.10/subprocess.py:373(check_output)
      197    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:179(_get_module_lock)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.10/subprocess.py:461(run)
1525/1355    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
     2504    0.000    0.000    0.001    0.000 /usr/lib/python3.10/sre_parse.py:250(match)
     1009    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:128(<listcomp>)
        1    0.000    0.000    0.001    0.001 /home/lorenzo/.local/lib/python3.10/site-packages/defusedxml/__init__.py:1(<module>)
       60    0.000    0.000    0.001    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/__init__.py:829(_open_file_or_url)
      137    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1531(_get_spec)
        1    0.001    0.001    0.001    0.001 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/axis.py:596(Axis)
        1    0.000    0.000    0.001    0.001 {built-in method _pickle.load}
      190    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
       33    0.000    0.000    0.001    0.000 /usr/lib/python3.10/contextlib.py:130(__enter__)
       51    0.000    0.000    0.001    0.000 /usr/lib/python3.10/linecache.py:26(getline)
       12    0.000    0.000    0.001    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/_api/__init__.py:223(define_aliases)
       51    0.001    0.000    0.001    0.000 /home/lorenzo/Scrivania/lavoro/borsaNOgui/ProsumerGUROBI_FIX.py:104(<listcomp>)
    46/44    0.000    0.000    0.001    0.000 /usr/lib/python3.10/typing.py:306(inner)
     2351    0.001    0.000    0.001    0.000 /usr/lib/python3.10/sre_parse.py:161(__len__)
     9800    0.001    0.000    0.001    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.001    0.001 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/projections/polar.py:18(PolarTransform)
        1    0.000    0.000    0.001    0.001 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/_afm.py:1(<module>)
     3180    0.000    0.000    0.001    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/igraph/drawing/colors.py:59(get)
    26/14    0.000    0.000    0.001    0.000 /usr/lib/python3/dist-packages/pyparsing.py:4249(parseImpl)
      260    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
       51    0.000    0.000    0.001    0.000 /usr/lib/python3.10/linecache.py:36(getlines)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3/dist-packages/PIL/ImagePalette.py:1(<module>)
       22    0.000    0.000    0.001    0.000 /usr/lib/python3/dist-packages/pyparsing.py:4847(parseImpl)
      207    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.10/linecache.py:80(updatecache)
     1691    0.000    0.000    0.001    0.000 /usr/lib/python3.10/inspect.py:277(isfunction)
     6155    0.001    0.000    0.001    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/igraph/drawing/metamagic.py:340(__getitem__)
     1499    0.001    0.000    0.001    0.000 {built-in method __new__ of type object at 0x562a34a5d9a0}
     5356    0.001    0.000    0.001    0.000 {method 'find' of 'str' objects}
     1861    0.000    0.000    0.001    0.000 {built-in method builtins.max}
     4506    0.001    0.000    0.001    0.000 {method 'line_to' of 'cairo.Context' objects}
       54    0.001    0.000    0.001    0.000 {built-in method builtins.compile}
       83    0.000    0.000    0.001    0.000 /usr/lib/python3/dist-packages/pyparsing.py:3870(__init__)
       30    0.000    0.000    0.001    0.000 /usr/lib/python3.10/logging/__init__.py:2071(getLogger)
        1    0.000    0.000    0.001    0.001 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/layout_engine.py:1(<module>)
     7497    0.001    0.000    0.001    0.000 /usr/lib/python3.10/inspect.py:2687(name)
        1    0.001    0.001    0.001    0.001 {method 'readlines' of '_io._IOBase' objects}
        6    0.000    0.000    0.001    0.000 /usr/lib/python3/dist-packages/pyparsing.py:2176(__radd__)
        1    0.000    0.000    0.001    0.001 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/figure.py:181(FigureBase)
       30    0.000    0.000    0.001    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/numpy/core/function_base.py:24(linspace)
        1    0.000    0.000    0.001    0.001 /home/lorenzo/.local/lib/python3.10/site-packages/defusedxml/common.py:1(<module>)
       73    0.000    0.000    0.001    0.000 /usr/lib/python3.10/typing.py:146(_type_check)
     6167    0.001    0.000    0.001    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.10/xml/etree/ElementPath.py:1(<module>)
      137    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:721(spec_from_file_location)
        1    0.000    0.000    0.001    0.001 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/_text_helpers.py:1(<module>)
      850    0.000    0.000    0.001    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/colors.py:216(_is_nth_color)
     1420    0.000    0.000    0.001    0.000 /usr/lib/python3.10/sre_parse.py:287(tell)
      419    0.000    0.000    0.001    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/numpy/lib/function_base.py:348(iterable)
        6    0.000    0.000    0.001    0.000 /usr/lib/python3.10/dataclasses.py:412(_create_fn)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.10/subprocess.py:758(__init__)
       30    0.000    0.000    0.001    0.000 /usr/lib/python3.10/logging/__init__.py:1315(getLogger)
        1    0.000    0.000    0.001    0.001 /home/lorenzo/.local/lib/python3.10/site-packages/defusedxml/ElementTree.py:36(_get_py3_cls)
      132    0.000    0.000    0.001    0.000 /usr/lib/python3.10/ast.py:430(visit_Constant)
     5421    0.001    0.000    0.001    0.000 {method 'strip' of 'str' objects}
       64    0.000    0.000    0.001    0.000 /usr/lib/python3.10/inspect.py:1959(_signature_bound_method)
       35    0.000    0.000    0.000    0.000 {built-in method io.open}
       84    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/_api/__init__.py:244(make_alias)
      236    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:1400(__init__)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/matplotlib/_enums.py:1(<module>)
     6466    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:2699(kind)
        1    0.000    0.000    0.000    0.000 /home/lorenzo/.local/lib/python3.10/site-packages/kiwisolver/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/subprocess.py:1703(_execute_child)
      238    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:356(_escape)
       22    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ast.py:33(parse)
       51    0.000    0.000    0.000    0.000 {method 'fill_preserve' of 'cairo.Context' objects}
     33/5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:3928(streamline)
     24/4    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pyparsing.py:4031(streamline)
     1502    0.000    0.000    0.000    0.000 {method 'curve_to' of 'cairo.Context' objects}
